Player	Team	PS	GP	Min	FGM	FGA	3M	3A	FTM	FTA	OR	TR	AS	ST	TO	BK	PF	DQ	PTS	TC	EJ	FF	Sta
"prince,tayshaun"	det	SF	23	571	69	160	11	26	19	29	25	96	38	15	16	8	26	0	168	0	0	0	7
"prince,tayshaun"	mem	SF	26	628	75	183	15	33	25	30	21	83	37	9	15	6	22	0	190	0	0	0	9
"prince,tayshaun"	tot	SF	58	1397	177	402	31	67	49	65	52	209	93	29	35	16	55	0	434	0	0	0	16
"raduljica,miros"	min	C	5	24	3	8	0	0	2	2	2	5	0	1	2	0	8	0	8	0	0	0	0
"randle,julius"	lal	PF	1	14	1	3	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0
"randolph,shavlik"	bos	PF	5	24	3	10	0	1	1	2	4	12	1	1	1	1	3	0	7	0	0	0	0
"randolph,shavlik"	pho	PF	16	102	6	25	0	4	5	10	12	26	3	4	2	2	13	0	17	0	0	0	1
"randolph,shavlik"	tot	PF	21	126	9	35	0	5	6	12	16	38	4	5	3	3	16	0	24	0	0	0	1
"randolph,zach"	mem	PF	71	2303	454	932	7	20	228	298	225	747	153	69	157	14	175	1	1143	6	0	0	71
"redick,j.j."	lac	SG	78	2407	447	938	200	458	183	203	22	167	138	39	95	8	134	0	1277	4	0	0	78
"rice,glen"	was	SG	5	42	3	15	1	7	4	6	2	4	2	0	2	0	11	0	11	0	0	0	0
"richardson,jason"	phi	SG	19	417	62	178	31	96	17	22	13	66	38	13	16	3	28	0	172	1	0	0	15
"ridnour,luke"	orl	PG	47	683	75	176	20	63	18	21	8	68	96	20	38	4	66	0	188	0	0	0	0
"rivers,austin"	lac	SG	41	790	117	274	25	81	32	55	15	84	68	30	35	7	81	0	291	3	0	0	2
"rivers,austin"	nor	SG	35	771	86	222	14	50	53	71	12	68	87	18	30	7	65	0	239	2	0	0	3
"rivers,austin"	tot	SG	76	1561	203	496	39	131	85	126	27	152	155	48	65	14	146	0	530	5	0	0	5
"roberson,andre"	okl	SG	68	1283	92	201	21	85	23	48	60	255	70	53	46	29	141	0	228	1	0	0	65
"roberts,brian"	cha	PG	72	1332	176	452	62	193	66	74	13	109	162	32	57	6	75	0	480	0	0	0	10
"robinson,glenn"	min	SF	25	110	8	24	1	6	12	16	4	14	3	3	3	0	5	0	29	0	0	0	0
"robinson,glenn"	phi	SF	10	154	18	43	4	13	4	8	11	25	8	3	8	1	10	0	44	0	0	0	1
"robinson,glenn"	tot	SF	35	264	26	67	5	19	16	24	15	39	11	6	11	1	15	0	73	0	0	0	1
"robinson,nate"	den	PG	33	465	71	204	24	92	26	40	14	39	77	14	22	3	68	0	192	2	0	0	1
"robinson,nate"	lac	PG	9	126	17	51	7	20	5	6	3	11	20	6	8	0	8	0	46	0	0	0	0
"robinson,nate"	tot	PG	42	591	88	255	31	112	31	46	17	50	97	20	30	3	76	0	238	2	0	0	1
"robinson,thomas"	phi	PF	22	408	79	169	0	2	35	58	62	170	24	16	26	9	50	0	193	0	0	0	0
"robinson,thomas"	por	PF	32	390	47	91	0	0	21	48	33	133	9	17	33	11	54	0	115	1	0	0	4
"robinson,thomas"	tot	PF	54	798	126	260	0	2	56	106	95	303	33	33	59	20	104	0	308	1	0	0	4
"rondo,rajon"	bos	PG	22	698	81	200	8	32	12	36	25	165	237	37	75	3	42	0	182	1	0	0	22
"rondo,rajon"	dal	PG	46	1321	194	445	19	54	19	42	48	208	301	54	135	4	111	1	426	1	0	0	46
"rondo,rajon"	tot	PG	68	2019	275	645	27	86	31	78	73	373	538	91	210	7	153	1	608	2	0	0	68
"rose,derrick"	chi	PG	51	1531	338	835	76	271	152	187	35	161	251	36	161	16	63	0	904	3	0	0	51
"ross,terrence"	tor	SF	82	2095	309	753	145	390	44	56	33	227	86	53	69	25	136	1	807	2	0	0	61
"rubio,ricky"	min	PG	22	692	78	219	13	51	57	71	19	125	193	40	64	1	59	1	226	0	0	0	22
"rudez,damjan"	ind	SF	68	1050	119	263	69	170	16	23	8	47	53	16	48	5	79	0	323	0	0	0	2
"rush,brandon"	gsw	SG	33	273	11	54	3	27	5	11	4	41	12	5	11	12	27	0	30	0	0	0	0
"sacre,robert"	lal	C	67	1128	126	306	0	1	55	82	89	233	55	28	36	43	121	1	307	0	0	0	18
"salmons,john"	nor	SF	21	270	16	48	8	26	2	4	4	21	13	9	5	4	25	0	42	0	0	0	0
"sampson,jakarr"	phi	PF	74	1131	146	346	31	127	63	94	35	163	77	38	76	26	135	0	386	1	0	0	32
"sanders,larry"	mil	C	27	586	86	172	0	0	24	48	67	166	23	26	28	39	104	0	196	4	0	0	26
"schroder,dennis"	atl	PG	77	1514	284	664	52	147	148	179	29	164	317	49	149	4	127	0	768	4	0	0	10
"scola,luis"	ind	PF	81	1659	299	641	5	20	158	226	139	527	106	47	94	18	192	0	761	0	0	0	16
"scott,mike"	atl	PF	68	1125	201	453	66	192	61	77	45	199	75	25	39	3	83	0	529	1	0	0	0
"sefolosha,thabo"	atl	SG	52	977	104	248	25	78	45	58	53	223	75	53	39	20	67	0	278	0	0	0	7
"seraphin,kevin"	was	C	79	1235	231	450	0	2	58	82	87	288	59	10	98	59	197	1	520	1	0	0	0
"sessions,ramon"	sac	PG	36	642	63	183	6	28	64	88	13	69	96	13	51	0	45	0	196	0	0	0	7
"sessions,ramon"	was	PG	28	545	62	151	13	32	69	85	10	75	86	16	35	0	28	0	206	0	0	0	3
"sessions,ramon"	tot	PG	64	1187	125	334	19	60	133	173	23	144	182	29	86	0	73	0	402	0	0	0	10
"shumpert,iman"	cle	SG	38	903	100	251	43	126	21	31	31	141	56	50	47	13	69	0	264	0	0	0	1
"shumpert,iman"	nyk	SG	24	623	88	215	23	66	25	37	22	81	78	30	42	3	67	2	224	0	0	0	24
"shumpert,iman"	tot	SG	62	1526	188	466	66	192	46	68	53	222	134	80	89	16	136	2	488	0	0	0	25
"shved,alexey"	hou	PG	9	59	8	24	4	12	9	11	1	4	3	1	5	0	2	0	29	0	0	0	0
"shved,alexey"	nyk	PG	16	422	73	181	26	70	64	82	14	73	57	15	25	5	25	0	236	0	0	0	9
"shved,alexey"	phi	PG	17	286	52	130	17	57	48	57	8	22	46	14	18	1	21	0	169	0	0	0	0
"shved,alexey"	tot	PG	42	767	133	335	47	139	121	150	23	99	106	30	48	6	48	0	434	0	0	0	9
"sims,henry"	phi	C	73	1401	238	502	4	22	106	137	121	359	79	39	99	30	135	0	586	2	0	0	32
"singler,kyle"	det	SF	54	1286	140	350	76	187	29	36	23	139	67	33	42	14	98	0	385	1	0	0	40
"singler,kyle"	okl	SF	26	456	32	96	20	54	11	16	10	55	18	14	13	7	55	0	95	0	0	0	18
"singler,kyle"	tot	SF	80	1742	172	446	96	241	40	52	33	194	85	47	55	21	153	0	480	1	0	0	58
"sloan,donald"	ind	PG	53	1113	146	356	41	131	60	77	12	143	190	23	65	0	47	0	393	0	0	0	21
"smart,marcus"	bos	PG	67	1810	175	477	91	272	82	127	61	222	208	99	90	18	176	2	523	2	0	0	38
"smith,greg"	dal	PF	42	362	30	49	0	0	20	39	26	79	9	7	11	11	53	0	80	0	0	0	2
"smith,ish"	okl	PG	30	157	15	45	1	5	6	9	5	27	28	4	9	1	12	0	37	0	0	0	0
"smith,ish"	phi	PG	25	678	128	322	17	55	28	48	10	73	152	32	69	5	38	0	301	0	0	0	14
"smith,ish"	tot	PG	55	835	143	367	18	60	34	57	15	100	180	36	78	6	50	0	338	0	0	0	14
"smith,j.r."	cle	SG	46	1468	213	500	131	333	26	31	27	160	112	64	52	16	117	1	583	4	0	0	45
"smith,j.r."	nyk	SG	24	618	101	251	32	90	27	39	4	58	81	18	45	4	44	0	261	1	0	0	6
"smith,j.r."	tot	SG	70	2086	314	751	163	423	53	70	31	218	193	82	97	20	161	1	844	5	0	0	51
"smith,jason"	nyk	C	82	1786	257	592	15	42	127	153	98	324	140	32	104	44	205	2	656	3	0	0	31
"smith,josh"	det	SF	28	898	153	391	9	37	52	111	52	202	131	37	72	48	82	1	367	3	0	0	28
"smith,josh"	hou	PF	55	1409	261	596	63	191	75	144	99	327	145	50	134	68	146	1	660	6	0	0	7
"smith,josh"	tot	PF	83	2307	414	987	72	228	127	255	151	529	276	87	206	116	228	2	1027	9	0	0	35
"smith,russ"	mem	PG	6	36	6	15	1	5	12	13	1	3	6	3	5	0	7	0	25	0	0	0	0
"smith,russ"	nor	PG	6	30	2	10	1	6	0	0	0	3	2	0	7	0	6	0	5	0	0	0	0
"smith,russ"	tot	PG	12	66	8	25	2	11	12	13	1	6	8	3	12	0	13	0	30	0	0	0	0
"snell,tony"	chi	SF	72	1415	159	371	73	197	44	55	31	176	62	32	48	11	86	0	435	0	0	0	22
"speights,marrees"	gsw	PF	76	1204	318	646	5	18	150	178	109	325	73	20	82	35	189	4	791	3	0	0	9
"splitter,tiago"	san	PF	52	1030	169	303	0	0	90	120	91	252	78	35	60	37	103	0	428	0	0	0	35
"stauskas,nik"	sac	SG	73	1130	108	296	48	149	55	64	11	88	67	20	40	17	92	0	319	0	0	0	1
"stephenson,lance"	cha	SG	61	1574	207	550	18	105	69	110	38	276	240	38	128	8	134	0	501	5	0	0	25
"stiemsma,greg"	tor	C	17	67	6	8	0	0	2	4	9	15	3	2	7	0	15	0	14	0	0	0	0
"stockton,david"	sac	PG	3	33	2	6	1	2	3	6	0	2	9	2	4	0	1	0	8	0	0	0	0
"stokes,jarnell"	mem	PF	19	126	21	37	0	0	15	28	16	34	4	5	7	5	25	1	57	0	0	0	2
"stoudemire,amare"	dal	PF	23	381	104	179	0	1	40	59	27	84	8	9	15	4	50	0	248	2	0	0	1
"stoudemire,amare"	nyk	PF	36	864	169	311	0	3	94	127	83	245	37	20	63	34	111	3	432	4	0	0	14
"stoudemire,amare"	tot	PF	59	1245	273	490	0	4	134	186	110	329	45	29	78	38	161	3	680	6	0	0	15
"stuckey,rodney"	ind	PG	71	1878	332	754	55	141	177	216	36	248	219	56	118	10	131	0	896	1	0	0	36
"sullinger,jared"	bos	PF	58	1568	311	707	52	184	96	129	147	441	134	44	78	42	153	0	770	2	0	0	49
"taylor,jeff"	cha	SF	29	431	45	114	11	36	26	41	14	53	22	12	19	1	36	0	127	0	0	0	13
"teague,jeff"	atl	PG	73	2231	408	886	71	207	275	319	29	182	513	124	206	31	140	0	1162	1	0	0	72
"teletovic,mirza"	bro	PF	40	894	122	319	62	193	33	46	27	194	45	14	53	16	74	0	339	0	0	0	4
"telfair,sebastia"	okl	PG	16	327	45	124	17	59	24	34	2	30	45	10	18	0	29	0	131	3	0	0	1
"temple,garrett"	was	SG	52	742	68	170	33	88	35	48	23	89	56	42	33	9	76	0	204	0	0	0	18
"terry,jason"	hou	SG	77	1641	188	446	126	323	39	48	15	121	147	66	74	19	116	0	541	3	0	0	18
"thomas,isaiah"	bos	PG	21	544	117	285	48	139	118	137	7	44	113	12	54	0	45	0	400	4	0	0	0
"thomas,isaiah"	pho	PG	46	1182	218	512	81	207	184	211	26	109	171	45	89	5	105	0	701	2	0	0	1
"thomas,isaiah"	tot	PG	67	1726	335	797	129	346	302	348	33	153	284	57	143	5	150	0	1101	6	0	0	1
"thomas,lance"	nyk	SF	40	1038	137	316	7	21	49	66	37	120	49	26	57	8	63	0	330	0	0	0	24
"thomas,lance"	okl	SF	22	453	45	126	0	1	23	33	28	75	20	11	17	0	38	1	113	0	0	0	13
"thomas,lance"	tot	SF	62	1491	182	442	7	22	72	99	65	195	69	37	74	8	101	1	443	0	0	0	37
"thomas,malcolm"	phi	PF	17	194	18	40	0	7	9	13	16	56	7	3	13	1	17	0	45	0	0	0	0
"thomas,tyrus"	mem	PF	2	6	1	1	0	0	2	2	0	0	1	0	0	0	0	0	4	0	0	0	0
"thompson,hollis"	phi	SG	71	1776	224	543	115	287	63	89	53	198	85	57	65	26	141	1	626	0	0	0	23
"thompson,jason"	sac	PF	81	1991	201	428	0	1	89	143	139	530	85	33	84	57	239	4	491	6	0	0	63
"thompson,klay"	gsw	SG	77	2457	602	1299	239	545	225	256	27	246	221	87	149	60	122	0	1668	1	0	0	77
"thompson,tristan"	cle	PF	82	2188	266	489	0	0	159	246	273	650	39	33	82	59	189	1	691	2	0	0	15
"thornton,marcus"	bos	SG	39	640	127	305	52	124	42	51	19	73	34	21	22	7	35	0	348	0	0	0	0
"thornton,marcus"	pho	SG	9	81	13	40	2	19	4	5	4	13	2	6	5	0	3	0	32	1	0	0	0
"thornton,marcus"	tot	SG	48	721	140	345	54	143	46	56	23	86	36	27	27	7	38	0	380	1	0	0	0
"tolliver,anthony"	det	PF	52	1158	135	319	82	228	50	63	45	192	49	20	40	15	117	2	402	0	0	0	11
"tolliver,anthony"	pho	PF	24	276	26	74	24	62	4	6	6	44	10	4	11	1	20	0	80	0	0	0	0
"tolliver,anthony"	tot	PF	76	1434	161	393	106	290	54	69	51	236	59	24	51	16	137	2	482	0	0	0	11
"tucker,p.j."	pho	SF	78	2382	261	596	87	252	104	143	114	502	121	107	96	23	179	0	713	8	0	0	63
"turiaf,ronny"	min	C	2	20	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
"turkoglu,hedo"	lac	SF	62	705	83	188	60	139	6	11	5	99	37	19	29	7	66	0	232	2	0	0	2
"turner,evan"	bos	SG	82	2259	320	746	33	119	106	141	40	417	450	83	198	19	180	1	779	3	0	0	57
"udoh,ekpe"	lac	PF	33	131	11	24	0	0	7	9	7	26	8	8	7	7	20	0	29	0	0	0	0
"udrih,beno"	mem	PG	79	1494	246	505	26	97	87	102	20	143	220	46	89	8	88	0	605	1	0	0	12
"valanciunas,jona"	tor	C	80	2098	373	652	0	1	217	276	214	692	39	34	109	95	222	3	963	3	0	0	80
"varejao,anderson"	cle	C	26	637	111	200	0	2	33	45	57	170	36	19	35	16	58	0	255	1	0	0	26
"vasquez,greivis"	tor	PG	82	1990	296	725	133	351	50	66	23	217	302	46	119	10	177	1	775	3	0	0	29
"villanueva,charl"	dal	PF	64	678	150	362	83	221	20	35	30	149	19	15	28	22	64	0	403	1	0	0	1
"vonleh,noah"	cha	PF	25	257	30	76	5	13	18	26	28	86	4	4	11	9	20	0	83	1	0	0	0
"vucevic,nikola"	orl	C	74	2528	631	1206	2	6	164	218	238	810	148	54	148	54	220	3	1428	3	0	0	74
"wade,dwyane"	mia	SG	62	1974	509	1084	29	102	284	370	58	219	299	73	209	21	105	0	1331	2	0	0	62
"waiters,dion"	cle	SG	33	786	138	342	22	86	47	60	12	57	74	44	50	10	59	0	345	4	0	0	3
"waiters,dion"	okl	SG	47	1419	237	604	51	160	70	112	28	134	89	47	63	11	96	0	595	3	0	0	20
"waiters,dion"	tot	SG	80	2205	375	946	73	246	117	172	40	191	163	91	113	21	155	0	940	7	0	0	23
"walker,henry"	mia	SG	24	627	58	167	45	131	14	18	7	82	29	24	24	9	76	2	175	4	0	0	13
"walker,kemba"	cha	PG	62	2118	378	981	85	280	234	283	35	220	318	89	100	31	92	0	1075	5	0	0	58
"wall,john"	was	PG	79	2841	518	1165	65	217	284	362	36	364	791	138	303	46	179	0	1385	6	0	0	79
"wallace,gerald"	bos	SF	32	291	14	34	1	3	6	15	17	57	11	15	18	4	19	0	35	0	0	0	0
"warren,t.j."	pho	SF	40	616	113	214	5	21	14	19	41	85	25	18	27	9	51	1	245	0	0	0	1
"watson,c.j."	ind	PG	57	1419	181	417	70	175	138	167	18	163	208	57	100	9	107	0	570	1	0	0	21
"wear,david"	sac	PF	2	7	0	2	0	1	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0
"wear,travis"	nyk	SF	51	669	84	209	11	30	20	26	31	106	40	15	35	11	55	0	199	0	0	0	1
"webster,martell"	was	SF	32	350	24	90	10	42	48	64	10	46	17	7	22	1	24	0	106	0	0	0	0
"west,david"	ind	PF	66	1896	323	686	4	20	119	161	108	449	223	48	120	48	160	0	769	7	0	0	66
"westbrook,russel"	okl	PG	67	2302	627	1471	86	288	546	654	125	490	575	140	294	14	184	2	1886	15	0	0	67
"whiteside,hassan"	mia	C	48	1144	243	387	0	0	78	156	145	481	6	28	58	122	129	1	564	7	0	0	32
"whittington,shay"	ind	PF	20	107	19	42	1	6	18	23	10	29	6	5	5	2	18	0	57	0	0	0	0
"wiggins,andrew"	min	SG	82	2971	497	1140	39	126	354	466	134	374	171	85	176	50	190	0	1387	1	0	0	82
"wilcox,c.j."	lac	SG	21	101	16	38	7	19	2	2	1	7	8	3	10	1	7	0	41	0	0	0	0
"williams,deron"	bro	PG	68	2113	299	772	87	237	201	241	29	237	448	64	154	17	157	0	886	3	0	0	55
"williams,derrick"	sac	PF	74	1462	217	485	49	156	134	196	41	202	50	34	56	4	67	0	617	1	0	0	6
"williams,elliot"	nor	SG	8	77	8	24	3	11	0	2	0	5	8	2	0	0	11	0	19	0	0	0	0
"williams,elliot"	uta	SG	5	42	6	13	5	7	1	2	0	3	4	2	4	0	1	0	18	0	0	0	0
"williams,elliot"	tot	SG	13	119	14	37	8	18	1	4	0	8	12	4	4	0	12	0	37	0	0	0	0
"williams,louis"	tor	SG	80	2016	375	928	152	447	340	395	24	151	164	88	101	10	103	0	1242	3	0	0	0
"williams,marvin"	cha	PF	78	2036	211	496	95	265	62	87	58	386	100	69	60	36	146	0	579	3	0	0	37
"williams,mo"	cha	PG	27	829	161	413	60	178	83	93	9	76	163	16	70	6	59	0	465	0	0	0	14
"williams,mo"	min	PG	41	1148	180	447	59	170	80	94	14	99	261	30	103	9	103	0	499	1	0	0	19
"williams,mo"	tot	PG	68	1977	341	860	119	348	163	187	23	175	424	46	173	15	162	0	964	1	0	0	33
"williams,reggie"	san	SF	20	104	15	39	3	19	4	4	5	17	10	1	2	0	12	0	37	0	0	0	0
"williams,shawne"	det	SF	19	163	19	60	4	26	7	7	9	27	8	4	7	4	19	0	49	0	0	0	0
"williams,shawne"	mia	SF	44	922	102	240	60	152	28	33	27	139	36	21	23	17	116	0	292	2	0	0	22
"williams,shawne"	tot	SF	63	1085	121	300	64	178	35	40	36	166	44	25	30	21	135	0	341	2	0	0	22
"withey,jeff"	nor	C	37	259	32	64	0	0	34	50	23	64	11	4	12	18	26	0	98	0	0	0	0
"wolters,nate"	mil	PG	11	141	12	31	0	5	1	4	2	16	10	5	3	0	11	0	25	0	0	0	0
"wolters,nate"	nor	PG	10	106	8	26	0	2	1	2	6	18	11	3	10	2	7	0	17	0	0	0	0
"wolters,nate"	tot	PG	21	247	20	57	0	7	2	6	8	34	21	8	13	2	18	0	42	0	0	0	0
"wright,brandan"	bos	PF	8	85	12	21	0	0	2	4	7	17	8	1	5	5	4	0	26	0	0	0	0
"wright,brandan"	dal	PF	27	507	101	135	0	0	36	48	51	110	10	17	13	42	44	0	238	0	0	0	0
"wright,brandan"	pho	PF	40	856	120	207	0	3	40	60	70	194	23	32	16	47	54	0	280	0	0	0	7
"wright,brandan"	tot	PF	75	1448	233	363	0	3	78	112	128	321	41	50	34	94	102	0	544	0	0	0	7
"wright,dorell"	por	SF	48	594	72	190	41	108	34	42	14	111	41	20	18	10	55	1	219	0	0	0	2
"wroten,tony"	phi	SG	30	894	175	434	37	142	120	180	22	86	156	48	114	8	72	1	507	3	0	0	15
"young,james"	bos	SG	31	334	36	102	17	66	16	29	9	42	13	8	5	2	22	0	105	0	0	0	0
"young,nick"	lal	SF	42	997	174	476	83	225	132	148	17	96	41	23	44	11	83	0	563	5	0	0	0
"young,thaddeus"	bro	PF	28	830	162	327	19	50	43	71	52	166	38	38	42	8	56	1	386	0	0	0	20
"young,thaddeus"	min	SF	48	1604	288	639	19	65	88	129	74	244	135	85	75	17	115	0	683	0	0	0	48
"young,thaddeus"	tot	SF	76	2434	450	966	38	115	131	200	126	410	173	123	117	25	171	1	1069	0	0	0	68
"zeller,cody"	cha	C	62	1487	172	373	1	1	127	164	97	362	100	35	62	49	156	0	472	1	0	0	45
"zeller,tyler"	bos	C	82	1729	340	617	0	0	153	186	147	466	114	18	77	52	205	1	833	0	0	0	59
